distretto,mese,giorno,ora,veicolo,genere,età,esito
2,3,12,0,Ciclomotor,M,18,Ferit lleu
9,3,13,0,Ciclomotor,F,22,Ferit lleu
2,3,13,0,Ciclomotor,M,19,Ferit lleu
8,3,13,0,Ciclomotor,F,39,Ferit lleu
7,3,13,0,Ciclomotor,M,28,Ferit lleu
2,3,14,0,Ciclomotor,M,19,Ferit lleu
4,3,14,0,Ciclomotor,F,18,Ferit lleu
2,3,15,0,Ciclomotor,F,20,Ferit lleu
2,3,15,0,Ciclomotor,F,33,Ferit lleu
4,3,16,0,Ciclomotor,F,29,Ferit lleu
8,3,16,0,Ciclomotor,M,21,Ferit lleu
2,3,17,0,Ciclomotor,M,20,Ferit lleu
2,3,17,0,Ciclomotor,M,49,Ferit lleu
10,3,17,0,Ciclomotor,M,26,Ferit lleu
4,3,17,0,Ciclomotor,F,25,Ferit lleu
2,3,18,0,Ciclomotor,M,24,Ferit lleu
4,3,18,0,Ciclomotor,M,52,Ferit lleu
8,3,19,0,Ciclomotor,F,41,Ferit lleu
2,3,19,0,Ciclomotor,F,21,Ferit lleu
3,3,21,0,Ciclomotor,M,54,Ferit lleu
2,3,21,0,Ciclomotor,M,21,Ferit lleu
5,3,21,0,Ciclomotor,M,19,Ferit lleu
3,3,21,0,Ciclomotor,M,33,Ferit lleu
9,3,23,0,Ciclomotor,M,19,Ferit lleu
7,3,24,0,Ciclomotor,M,21,Ferit lleu
7,3,25,0,Ciclomotor,F,31,Ferit lleu
7,3,25,0,Ciclomotor,F,30,Ferit lleu
10,3,26,0,Ciclomotor,F,24,Ferit lleu
3,3,26,0,Ciclomotor,M,20,Ferit lleu
1,3,27,0,Ciclomotor,M,21,Ferit lleu
2,3,28,0,Ciclomotor,M,37,Ferit lleu
4,3,28,0,Ciclomotor,M,31,Ferit lleu
4,3,29,0,Ciclomotor,M,20,Ferit lleu
1,3,30,0,Ciclomotor,M,21,Ferit lleu
9,3,31,0,Ciclomotor,F,21,Ferit lleu
8,4,1,0,Ciclomotor,M,34,Ferit lleu
5,4,3,0,Ciclomotor,M,18,Ferit lleu
2,4,3,0,Ciclomotor,F,29,Ferit lleu
5,4,5,0,Ciclomotor,M,19,Ferit lleu
8,4,6,0,Ciclomotor,F,22,Ferit lleu
2,4,6,0,Ciclomotor,F,33,Ferit lleu
5,4,6,0,Ciclomotor,F,33,Ferit lleu
7,4,6,0,Ciclomotor,F,35,Ferit lleu
2,4,6,0,Ciclomotor,M,16,Ferit lleu
4,4,7,0,Ciclomotor,M,16,Ferit lleu
2,4,7,0,Ciclomotor,M,39,Ferit lleu
3,4,8,0,Ciclomotor,M,30,Ferit lleu
10,4,8,0,Ciclomotor,F,36,Ferit lleu
3,4,10,0,Ciclomotor,M,21,Ferit lleu
7,4,11,0,Ciclomotor,M,39,Ferit lleu
6,4,11,0,Ciclomotor,M,20,Ferit lleu
10,4,12,0,Ciclomotor,M,24,Ferit lleu
2,4,12,0,Ciclomotor,F,23,Ferit lleu
5,4,12,0,Ciclomotor,F,20,Ferit lleu
2,4,14,0,Ciclomotor,F,29,Ferit lleu
4,4,15,0,Ciclomotor,M,22,Ferit lleu
2,4,15,0,Ciclomotor,M,39,Ferit lleu
4,4,15,0,Ciclomotor,F,27,Ferit lleu
2,4,15,0,Ciclomotor,M,19,Ferit lleu
2,4,15,0,Ciclomotor,F,23,Ferit lleu
1,4,16,0,Ciclomotor,M,45,Ferit lleu
2,4,16,0,Ciclomotor,M,16,Ferit lleu
2,4,17,0,Ciclomotor,M,55,Ferit lleu
8,4,18,0,Ciclomotor,M,33,Ferit lleu
4,4,19,0,Ciclomotor,F,19,Ferit lleu
2,4,19,0,Ciclomotor,M,34,Ferit lleu
2,4,21,0,Ciclomotor,M,20,Ferit lleu
2,4,21,0,Ciclomotor,F,23,Ferit lleu
2,4,21,0,Ciclomotor,F,31,Ferit lleu
10,4,22,0,Ciclomotor,M,27,Ferit lleu
6,4,22,0,Ciclomotor,F,33,Ferit lleu
4,4,23,0,Ciclomotor,M,17,Ferit lleu
7,4,23,0,Ciclomotor,M,18,Ferit lleu
3,4,23,0,Ciclomotor,M,27,Ferit lleu
2,4,23,0,Ciclomotor,F,49,Ferit lleu
10,4,25,0,Ciclomotor,F,28,Ferit lleu
7,4,26,0,Ciclomotor,M,21,Ferit lleu
10,4,27,0,Ciclomotor,F,31,Ferit lleu
2,4,27,0,Ciclomotor,F,30,Ferit lleu
5,4,27,0,Ciclomotor,F,22,Ferit lleu
2,4,28,0,Ciclomotor,M,32,Ferit lleu
5,4,29,0,Ciclomotor,F,16,Ferit lleu
2,4,29,0,Ciclomotor,F,42,Ferit lleu
6,4,29,0,Ciclomotor,M,44,Ferit lleu
10,4,29,0,Ciclomotor,M,36,Ferit lleu
10,4,30,0,Ciclomotor,F,32,Ferit lleu
5,5,1,0,Ciclomotor,M,24,Ferit lleu
4,5,3,0,Ciclomotor,F,37,Ferit lleu
2,5,3,0,Ciclomotor,F,23,Ferit lleu
4,5,4,0,Ciclomotor,M,18,Ferit lleu
9,5,5,0,Ciclomotor,M,29,Ferit lleu
8,5,5,0,Ciclomotor,M,30,Ferit lleu
2,5,6,0,Ciclomotor,F,30,Ferit lleu
7,5,6,0,Ciclomotor,F,25,Ferit lleu
5,5,6,0,Ciclomotor,F,16,Ferit lleu
2,5,6,0,Ciclomotor,M,26,Ferit lleu
8,5,7,0,Ciclomotor,M,15,Ferit lleu
2,5,7,0,Ciclomotor,M,35,Ferit lleu
8,5,8,0,Ciclomotor,F,30,Ferit lleu
6,5,8,0,Ciclomotor,F,19,Ferit lleu
10,5,9,0,Ciclomotor,M,28,Ferit lleu
10,5,9,0,Ciclomotor,M,31,Ferit lleu
4,5,9,0,Ciclomotor,M,41,Ferit lleu
2,5,10,0,Ciclomotor,M,23,Ferit lleu
2,5,10,0,Ciclomotor,M,24,Ferit lleu
8,5,10,0,Ciclomotor,M,19,Ferit lleu
9,5,11,0,Ciclomotor,M,22,Ferit lleu
2,5,11,0,Ciclomotor,M,21,Ferit lleu
10,5,11,0,Ciclomotor,F,29,Ferit lleu
2,5,13,0,Ciclomotor,F,24,Ferit lleu
8,5,14,0,Ciclomotor,F,31,Ferit lleu
5,5,14,0,Ciclomotor,M,18,Ferit lleu
9,5,14,0,Ciclomotor,M,30,Ferit lleu
8,5,16,0,Ciclomotor,M,51,Ferit lleu
2,5,17,0,Ciclomotor,F,22,Ferit lleu
4,5,17,0,Ciclomotor,M,52,Ferit lleu
2,5,17,0,Ciclomotor,M,20,Ferit lleu
8,5,17,0,Ciclomotor,M,17,Ferit lleu
9,5,19,0,Ciclomotor,M,42,Ferit lleu
2,5,19,0,Ciclomotor,M,42,Ferit lleu
2,5,19,0,Ciclomotor,M,28,Ferit lleu
5,5,19,0,Ciclomotor,M,25,Ferit lleu
2,5,19,0,Ciclomotor,M,16,Ferit lleu
2,5,20,0,Ciclomotor,M,18,Ferit lleu
10,5,20,0,Ciclomotor,M,17,Ferit lleu
2,5,20,0,Ciclomotor,M,35,Ferit lleu
5,5,20,0,Ciclomotor,M,22,Ferit lleu
2,5,24,0,Ciclomotor,F,25,Ferit lleu
3,5,21,0,Ciclomotor,M,32,Ferit lleu
4,5,23,0,Ciclomotor,M,36,Ferit lleu
4,5,24,0,Ciclomotor,M,30,Ferit lleu
7,5,25,0,Ciclomotor,F,25,Ferit lleu
10,5,25,0,Ciclomotor,M,17,Ferit lleu
2,5,25,0,Ciclomotor,F,21,Ferit lleu
5,5,26,0,Ciclomotor,F,36,Ferit lleu
2,5,27,0,Ciclomotor,M,22,Ferit lleu
5,5,27,0,Ciclomotor,M,22,Ferit lleu
3,5,27,0,Ciclomotor,M,23,Ferit lleu
2,5,28,0,Ciclomotor,M,21,Ferit lleu
7,5,28,0,Ciclomotor,F,35,Ferit lleu
7,5,28,0,Ciclomotor,F,29,Ferit lleu
5,5,28,0,Ciclomotor,M,15,Ferit lleu
9,5,29,0,Ciclomotor,M,46,Ferit lleu
2,5,30,0,Ciclomotor,F,26,Ferit lleu
10,5,28,0,Ciclomotor,F,23,Ferit lleu
3,5,31,0,Ciclomotor,M,43,Ferit lleu
4,5,31,0,Ciclomotor,M,41,Ferit lleu
4,5,31,0,Ciclomotor,F,21,Ferit lleu
5,6,1,0,Ciclomotor,F,29,Ferit lleu
3,6,1,0,Ciclomotor,M,18,Ferit lleu
4,6,2,0,Ciclomotor,F,34,Ferit lleu
2,6,2,0,Ciclomotor,M,20,Ferit lleu
2,6,3,0,Ciclomotor,M,27,Ferit lleu
4,6,3,0,Ciclomotor,M,22,Ferit lleu
5,6,3,0,Ciclomotor,M,25,Ferit lleu
4,6,3,0,Ciclomotor,M,65,Ferit lleu
2,6,3,0,Ciclomotor,M,23,Ferit lleu
3,6,3,0,Ciclomotor,F,34,Ferit lleu
8,6,4,0,Ciclomotor,M,18,Ferit lleu
3,6,7,0,Ciclomotor,M,31,Ferit lleu
10,6,7,0,Ciclomotor,M,45,Ferit lleu
2,6,9,0,Ciclomotor,F,26,Ferit lleu
9,6,9,0,Ciclomotor,M,18,Ferit lleu
7,6,9,0,Ciclomotor,F,24,Ferit lleu
7,6,9,0,Ciclomotor,F,21,Ferit lleu
9,6,10,0,Ciclomotor,M,18,Ferit lleu
2,6,10,0,Ciclomotor,F,21,Ferit lleu
2,6,11,0,Ciclomotor,M,18,Ferit lleu
9,6,11,0,Ciclomotor,M,28,Ferit lleu
3,6,12,0,Ciclomotor,M,62,Ferit lleu
10,6,12,0,Ciclomotor,M,30,Ferit lleu
3,6,14,0,Ciclomotor,M,45,Ferit lleu
8,6,15,0,Ciclomotor,M,17,Ferit lleu
6,6,15,0,Ciclomotor,F,17,Ferit lleu
5,6,16,0,Ciclomotor,M,22,Ferit lleu
8,6,16,0,Ciclomotor,F,18,Ferit lleu
5,6,16,0,Ciclomotor,M,26,Ferit lleu
2,6,18,0,Ciclomotor,M,34,Ferit lleu
7,6,18,0,Ciclomotor,M,17,Ferit lleu
10,6,19,0,Ciclomotor,F,26,Ferit lleu
8,6,19,0,Ciclomotor,M,20,Ferit lleu
2,6,19,0,Ciclomotor,M,32,Ferit lleu
8,6,20,0,Ciclomotor,F,38,Ferit lleu
7,6,20,0,Ciclomotor,M,24,Ferit lleu
7,6,21,0,Ciclomotor,F,34,Ferit lleu
9,6,21,0,Ciclomotor,M,20,Ferit lleu
9,6,22,0,Ciclomotor,M,30,Ferit lleu
2,6,22,0,Ciclomotor,M,21,Ferit lleu
4,6,22,0,Ciclomotor,M,16,Ferit lleu
7,6,22,0,Ciclomotor,F,31,Ferit lleu
10,6,22,0,Ciclomotor,M,40,Ferit lleu
10,6,24,0,Ciclomotor,F,27,Ferit lleu
8,6,24,0,Ciclomotor,F,30,Ferit lleu
2,6,25,0,Ciclomotor,F,29,Ferit lleu
8,6,25,0,Ciclomotor,M,18,Ferit lleu
7,6,25,0,Ciclomotor,M,36,Ferit lleu
2,6,26,0,Ciclomotor,F,24,Ferit lleu
10,6,27,0,Ciclomotor,M,17,Ferit lleu
2,6,27,0,Ciclomotor,M,20,Ferit lleu
6,6,28,0,Ciclomotor,F,45,Ferit lleu
6,6,28,0,Ciclomotor,M,16,Ferit lleu
1,6,29,0,Ciclomotor,M,27,Ferit lleu
3,6,29,0,Ciclomotor,F,33,Ferit lleu
7,6,29,0,Ciclomotor,M,18,Ferit lleu
2,6,30,0,Ciclomotor,F,32,Ferit lleu
5,6,30,0,Ciclomotor,F,31,Ferit lleu
3,7,2,0,Ciclomotor,M,21,Ferit lleu
3,7,2,0,Ciclomotor,M,16,Ferit lleu
2,7,2,0,Ciclomotor,M,29,Ferit lleu
10,7,2,0,Ciclomotor,F,33,Ferit lleu
2,7,3,0,Ciclomotor,M,28,Ferit lleu
9,7,4,0,Ciclomotor,M,20,Ferit lleu
2,7,5,0,Ciclomotor,M,19,Ferit lleu
5,7,6,0,Ciclomotor,F,34,Ferit lleu
9,7,6,0,Ciclomotor,M,26,Ferit lleu
6,7,6,0,Ciclomotor,F,24,Ferit lleu
2,7,7,0,Ciclomotor,F,34,Ferit lleu
2,7,7,0,Ciclomotor,M,27,Ferit lleu
2,7,8,0,Ciclomotor,M,22,Ferit lleu
4,7,8,0,Ciclomotor,F,27,Ferit lleu
1,7,8,0,Ciclomotor,F,29,Ferit lleu
7,7,8,0,Ciclomotor,M,30,Ferit lleu
8,7,8,0,Ciclomotor,M,34,Ferit lleu
2,7,9,0,Ciclomotor,F,25,Ferit lleu
8,7,9,0,Ciclomotor,M,30,Ferit lleu
7,7,10,0,Ciclomotor,M,32,Ferit lleu
2,7,10,0,Ciclomotor,M,17,Ferit lleu
10,7,11,0,Ciclomotor,M,25,Ferit lleu
5,7,12,0,Ciclomotor,F,18,Ferit lleu
2,7,12,0,Ciclomotor,F,19,Ferit lleu
1,7,12,0,Ciclomotor,M,27,Ferit lleu
4,7,13,0,Ciclomotor,M,32,Ferit lleu
2,7,13,0,Ciclomotor,F,50,Ferit lleu
1,7,14,0,Ciclomotor,M,20,Ferit lleu
9,7,14,0,Ciclomotor,F,43,Ferit lleu
1,7,14,0,Ciclomotor,M,28,Ferit lleu
10,7,14,0,Ciclomotor,M,27,Ferit lleu
5,7,14,0,Ciclomotor,M,16,Ferit lleu
5,7,14,0,Ciclomotor,F,40,Ferit lleu
9,7,15,0,Ciclomotor,F,32,Ferit lleu
2,7,15,0,Ciclomotor,M,23,Ferit lleu
2,7,16,0,Ciclomotor,M,31,Ferit lleu
2,7,18,0,Ciclomotor,F,26,Ferit lleu
2,7,19,0,Ciclomotor,M,17,Ferit lleu
2,7,19,0,Ciclomotor,M,42,Ferit lleu
6,7,19,0,Ciclomotor,M,24,Ferit lleu
4,7,19,0,Ciclomotor,M,16,Ferit lleu
2,7,20,0,Ciclomotor,F,36,Ferit lleu
6,7,21,0,Ciclomotor,F,18,Ferit lleu
8,7,22,0,Ciclomotor,M,32,Ferit lleu
5,7,22,0,Ciclomotor,M,16,Ferit lleu
2,7,22,0,Ciclomotor,M,24,Ferit lleu
2,7,23,0,Ciclomotor,M,18,Ferit lleu
2,7,23,0,Ciclomotor,F,19,Ferit lleu
2,7,23,0,Ciclomotor,M,40,Ferit lleu
2,7,24,0,Ciclomotor,F,25,Ferit lleu
3,7,24,0,Ciclomotor,M,21,Ferit lleu
3,7,22,0,Ciclomotor,M,25,Ferit lleu
5,7,26,0,Ciclomotor,F,32,Ferit lleu
1,7,26,0,Ciclomotor,F,25,Ferit lleu
7,7,27,0,Ciclomotor,M,18,Ferit lleu
1,7,27,0,Ciclomotor,F,27,Ferit lleu
2,7,27,0,Ciclomotor,F,17,Ferit lleu
2,7,28,0,Ciclomotor,F,18,Ferit lleu
4,7,28,0,Ciclomotor,F,19,Ferit lleu
3,7,29,0,Ciclomotor,M,16,Ferit lleu
7,7,29,0,Ciclomotor,F,36,Ferit lleu
2,7,29,0,Ciclomotor,F,44,Ferit lleu
2,7,30,0,Ciclomotor,M,39,Ferit lleu
7,7,30,0,Ciclomotor,M,23,Ferit lleu
10,8,2,0,Ciclomotor,M,29,Ferit lleu
9,8,2,0,Ciclomotor,M,24,Ferit lleu
5,8,2,0,Ciclomotor,F,27,Ferit lleu
3,8,2,0,Ciclomotor,M,30,Ferit lleu
2,8,3,0,Ciclomotor,M,33,Ferit lleu
1,8,3,0,Ciclomotor,F,18,Ferit lleu
2,8,3,0,Ciclomotor,M,40,Ferit lleu
5,8,4,0,Ciclomotor,F,25,Ferit lleu
2,8,5,0,Ciclomotor,F,23,Ferit lleu
2,8,5,0,Ciclomotor,F,34,Ferit lleu
10,8,6,0,Ciclomotor,F,28,Ferit lleu
10,8,6,0,Ciclomotor,M,23,Ferit lleu
2,8,7,0,Ciclomotor,M,23,Ferit lleu
6,8,8,0,Ciclomotor,F,29,Ferit lleu
3,8,9,0,Ciclomotor,M,20,Ferit lleu
3,8,9,0,Ciclomotor,M,23,Ferit lleu
4,8,10,0,Ciclomotor,M,19,Ferit lleu
2,8,10,0,Ciclomotor,M,19,Ferit lleu
2,8,10,0,Ciclomotor,M,23,Ferit lleu
2,8,11,0,Ciclomotor,F,19,Ferit lleu
10,8,11,0,Ciclomotor,F,20,Ferit lleu
3,8,11,0,Ciclomotor,M,18,Ferit lleu
2,8,12,0,Ciclomotor,F,26,Ferit lleu
2,8,12,0,Ciclomotor,F,33,Ferit lleu
3,8,13,0,Ciclomotor,F,20,Ferit lleu
2,8,14,0,Ciclomotor,F,23,Ferit lleu
2,8,14,0,Ciclomotor,F,38,Ferit lleu
3,8,14,0,Ciclomotor,M,31,Ferit lleu
1,8,15,0,Ciclomotor,F,26,Ferit lleu
2,8,17,0,Ciclomotor,M,38,Ferit lleu
9,8,17,0,Ciclomotor,F,36,Ferit lleu
2,8,18,0,Ciclomotor,F,38,Ferit lleu
2,8,18,0,Ciclomotor,F,53,Ferit lleu
2,8,22,0,Ciclomotor,M,38,Ferit lleu
3,8,22,0,Ciclomotor,M,16,Ferit lleu
6,8,22,0,Ciclomotor,M,18,Ferit lleu
7,8,23,0,Ciclomotor,M,16,Ferit lleu
2,8,23,0,Ciclomotor,M,50,Ferit lleu
2,8,24,0,Ciclomotor,M,21,Ferit lleu
2,8,25,0,Ciclomotor,F,28,Ferit lleu
3,8,25,0,Ciclomotor,F,24,Ferit lleu
5,8,26,0,Ciclomotor,M,20,Ferit lleu
10,8,27,0,Ciclomotor,F,22,Ferit lleu
10,8,27,0,Ciclomotor,F,44,Ferit lleu
2,8,28,0,Ciclomotor,M,41,Ferit lleu
2,8,30,0,Ciclomotor,F,36,Ferit lleu
9,8,30,0,Ciclomotor,F,45,Ferit lleu
10,8,30,0,Ciclomotor,F,29,Ferit lleu
9,8,31,0,Ciclomotor,F,43,Ferit lleu
7,8,31,0,Ciclomotor,M,17,Ferit lleu
2,9,1,0,Ciclomotor,M,36,Ferit lleu
7,9,2,0,Ciclomotor,M,25,Ferit lleu
5,9,2,0,Ciclomotor,F,26,Ferit lleu
6,9,3,0,Ciclomotor,M,29,Ferit lleu
2,9,3,0,Ciclomotor,F,38,Ferit lleu
2,9,3,0,Ciclomotor,F,38,Ferit lleu
10,9,3,0,Ciclomotor,M,35,Ferit lleu
9,9,4,0,Ciclomotor,M,44,Ferit lleu
10,9,4,0,Ciclomotor,F,33,Ferit lleu
4,9,5,0,Ciclomotor,F,29,Ferit lleu
2,9,6,0,Ciclomotor,M,47,Ferit lleu
4,9,7,0,Ciclomotor,F,23,Ferit lleu
10,9,7,0,Ciclomotor,F,28,Ferit lleu
2,9,7,0,Ciclomotor,F,26,Ferit lleu
5,9,8,0,Ciclomotor,M,22,Ferit lleu
4,9,8,0,Ciclomotor,F,31,Ferit lleu
4,9,8,0,Ciclomotor,M,21,Ferit lleu
7,9,10,0,Ciclomotor,F,18,Ferit lleu
2,9,10,0,Ciclomotor,M,44,Ferit lleu
6,9,11,0,Ciclomotor,M,35,Ferit lleu
10,9,13,0,Ciclomotor,M,40,Ferit lleu
7,9,13,0,Ciclomotor,M,19,Ferit lleu
2,9,13,0,Ciclomotor,F,24,Ferit lleu
7,9,13,0,Ciclomotor,M,28,Ferit lleu
2,9,14,0,Ciclomotor,M,29,Ferit lleu
4,9,14,0,Ciclomotor,M,17,Ferit lleu
9,9,15,0,Ciclomotor,M,19,Ferit lleu
5,9,15,0,Ciclomotor,M,22,Ferit lleu
3,9,16,0,Ciclomotor,M,52,Ferit lleu
2,9,16,0,Ciclomotor,M,26,Ferit lleu
2,9,16,0,Ciclomotor,F,21,Ferit lleu
1,9,17,0,Ciclomotor,M,41,Ferit lleu
9,9,17,0,Ciclomotor,F,35,Ferit lleu
2,9,18,0,Ciclomotor,M,26,Ferit lleu
7,9,18,0,Ciclomotor,F,25,Ferit lleu
1,9,19,0,Ciclomotor,F,44,Ferit lleu
6,9,19,0,Ciclomotor,M,40,Ferit lleu
10,9,19,0,Ciclomotor,M,54,Ferit lleu
2,9,19,0,Ciclomotor,M,37,Ferit lleu
8,9,20,0,Ciclomotor,M,19,Ferit lleu
10,9,20,0,Ciclomotor,F,21,Ferit lleu
6,9,20,0,Ciclomotor,F,21,Ferit lleu
10,9,20,0,Ciclomotor,F,26,Ferit lleu
2,9,21,0,Ciclomotor,M,35,Ferit lleu
2,9,21,0,Ciclomotor,M,44,Ferit lleu
9,9,21,0,Ciclomotor,M,17,Ferit lleu
4,9,22,0,Ciclomotor,F,28,Ferit lleu
4,9,22,0,Ciclomotor,F,40,Ferit lleu
5,9,22,0,Ciclomotor,F,23,Ferit lleu
7,9,22,0,Ciclomotor,F,35,Ferit lleu
6,9,22,0,Ciclomotor,F,53,Ferit lleu
1,9,22,0,Ciclomotor,F,17,Ferit lleu
3,9,23,0,Ciclomotor,M,19,Ferit lleu
9,9,23,0,Ciclomotor,M,32,Ferit lleu
10,9,23,0,Ciclomotor,M,31,Ferit lleu
2,9,23,0,Ciclomotor,M,22,Ferit lleu
2,9,23,0,Ciclomotor,M,29,Ferit lleu
8,9,24,0,Ciclomotor,F,26,Ferit lleu
2,9,25,0,Ciclomotor,M,20,Ferit lleu
5,9,27,0,Ciclomotor,M,31,Ferit lleu
9,9,27,0,Ciclomotor,F,52,Ferit lleu
7,9,27,0,Ciclomotor,F,27,Ferit lleu
10,9,28,0,Ciclomotor,F,23,Ferit lleu
5,9,29,0,Ciclomotor,F,25,Ferit lleu
10,9,29,0,Ciclomotor,M,20,Ferit lleu
5,9,29,0,Ciclomotor,F,35,Ferit lleu
3,9,30,0,Ciclomotor,F,26,Ferit lleu
10,9,30,0,Ciclomotor,M,25,Ferit lleu
2,9,30,0,Ciclomotor,F,22,Ferit lleu
8,9,30,0,Ciclomotor,M,22,Ferit lleu
9,9,30,0,Ciclomotor,M,20,Ferit lleu
1,9,30,0,Ciclomotor,F,40,Ferit lleu
10,9,30,0,Ciclomotor,F,74,Ferit lleu
5,10,1,0,Ciclomotor,M,29,Ferit lleu
10,10,1,0,Ciclomotor,M,17,Ferit lleu
3,10,2,0,Ciclomotor,M,41,Ferit lleu
2,10,3,0,Ciclomotor,M,26,Ferit lleu
7,10,4,0,Ciclomotor,F,21,Ferit lleu
9,10,4,0,Ciclomotor,M,17,Ferit lleu
2,10,4,0,Ciclomotor,M,42,Ferit lleu
2,10,4,0,Ciclomotor,M,39,Ferit lleu
4,10,5,0,Ciclomotor,F,32,Ferit lleu
8,10,5,0,Ciclomotor,M,17,Ferit lleu
2,10,5,0,Ciclomotor,M,15,Ferit lleu
2,10,5,0,Ciclomotor,M,37,Ferit lleu
7,10,5,0,Ciclomotor,M,33,Ferit lleu
4,10,6,0,Ciclomotor,M,29,Ferit lleu
5,10,6,0,Ciclomotor,F,54,Ferit lleu
2,10,6,0,Ciclomotor,M,20,Ferit lleu
3,10,6,0,Ciclomotor,M,26,Ferit lleu
5,10,7,0,Ciclomotor,M,20,Ferit lleu
8,10,7,0,Ciclomotor,M,27,Ferit lleu
6,10,7,0,Ciclomotor,F,18,Ferit lleu
1,10,8,0,Ciclomotor,M,27,Ferit lleu
2,10,8,0,Ciclomotor,M,29,Ferit lleu
2,10,8,0,Ciclomotor,M,22,Ferit lleu
5,10,9,0,Ciclomotor,F,48,Ferit lleu
2,10,9,0,Ciclomotor,F,24,Ferit lleu
10,10,11,0,Ciclomotor,M,21,Ferit lleu
3,10,11,0,Ciclomotor,M,32,Ferit lleu
2,10,11,0,Ciclomotor,F,36,Ferit lleu
7,10,13,0,Ciclomotor,M,25,Ferit lleu
6,10,14,0,Ciclomotor,M,40,Ferit lleu
10,10,14,0,Ciclomotor,M,26,Ferit lleu
5,10,15,0,Ciclomotor,F,19,Ferit lleu
4,10,17,0,Ciclomotor,M,34,Ferit lleu
1,10,18,0,Ciclomotor,M,22,Ferit lleu
1,10,18,0,Ciclomotor,M,46,Ferit lleu
8,10,18,0,Ciclomotor,M,19,Ferit lleu
2,10,18,0,Ciclomotor,M,19,Ferit lleu
2,10,18,0,Ciclomotor,F,26,Ferit lleu
6,10,18,0,Ciclomotor,M,20,Ferit lleu
6,10,18,0,Ciclomotor,M,19,Ferit lleu
7,10,19,0,Ciclomotor,F,18,Ferit lleu
3,10,19,0,Ciclomotor,M,19,Ferit lleu
6,10,20,0,Ciclomotor,F,21,Ferit lleu
7,10,21,0,Ciclomotor,M,23,Ferit lleu
9,10,21,0,Ciclomotor,F,20,Ferit lleu
10,10,22,0,Ciclomotor,M,20,Ferit lleu
7,10,22,0,Ciclomotor,M,17,Ferit lleu
2,10,23,0,Ciclomotor,M,42,Ferit lleu
4,10,24,0,Ciclomotor,M,26,Ferit lleu
3,10,24,0,Ciclomotor,M,18,Ferit lleu
2,10,25,0,Ciclomotor,F,24,Ferit lleu
5,10,25,0,Ciclomotor,F,22,Ferit lleu
2,10,25,0,Ciclomotor,F,23,Ferit lleu
2,10,25,0,Ciclomotor,M,18,Ferit lleu
9,10,25,0,Ciclomotor,M,28,Ferit lleu
2,10,26,0,Ciclomotor,F,25,Ferit lleu
2,10,26,0,Ciclomotor,F,17,Ferit lleu
2,10,26,0,Ciclomotor,M,19,Ferit lleu
5,10,26,0,Ciclomotor,F,27,Ferit lleu
2,10,27,0,Ciclomotor,M,27,Ferit lleu
2,10,27,0,Ciclomotor,F,31,Ferit lleu
9,10,28,0,Ciclomotor,M,42,Ferit lleu
2,10,28,0,Ciclomotor,M,32,Ferit lleu
2,10,28,0,Ciclomotor,M,17,Ferit lleu
2,10,28,0,Ciclomotor,F,23,Ferit lleu
2,10,29,0,Ciclomotor,M,26,Ferit lleu
5,10,29,0,Ciclomotor,M,24,Ferit lleu
8,10,29,0,Ciclomotor,M,26,Ferit lleu
5,10,30,0,Ciclomotor,M,16,Ferit lleu
2,10,30,0,Ciclomotor,M,21,Ferit lleu
6,11,1,0,Ciclomotor,F,19,Ferit lleu
3,11,2,0,Ciclomotor,M,39,Ferit lleu
3,11,3,0,Ciclomotor,M,27,Ferit lleu
8,11,3,0,Ciclomotor,M,22,Ferit lleu
10,11,4,0,Ciclomotor,M,41,Ferit lleu
4,11,5,0,Ciclomotor,M,19,Ferit lleu
2,11,5,0,Ciclomotor,F,27,Ferit lleu
5,11,5,0,Ciclomotor,F,54,Ferit lleu
7,11,5,0,Ciclomotor,M,38,Ferit lleu
3,11,6,0,Ciclomotor,F,29,Ferit lleu
10,11,6,0,Ciclomotor,M,24,Ferit lleu
8,11,6,0,Ciclomotor,F,25,Ferit lleu
7,11,7,0,Ciclomotor,M,25,Ferit lleu
4,11,8,0,Ciclomotor,F,23,Ferit lleu
1,11,8,0,Ciclomotor,M,24,Ferit lleu
2,11,8,0,Ciclomotor,M,21,Ferit lleu
2,11,8,0,Ciclomotor,F,53,Ferit lleu
5,11,8,0,Ciclomotor,M,28,Ferit lleu
8,11,10,0,Ciclomotor,F,24,Ferit lleu
2,11,10,0,Ciclomotor,M,34,Ferit lleu
10,11,10,0,Ciclomotor,F,21,Ferit lleu
4,11,10,0,Ciclomotor,M,23,Ferit lleu
7,11,11,0,Ciclomotor,F,38,Ferit lleu
2,11,11,0,Ciclomotor,F,21,Ferit lleu
2,11,11,0,Ciclomotor,M,59,Ferit lleu
2,11,12,0,Ciclomotor,F,24,Ferit lleu
2,11,13,0,Ciclomotor,M,23,Ferit lleu
5,11,13,0,Ciclomotor,F,18,Ferit lleu
10,11,15,0,Ciclomotor,F,23,Ferit lleu
5,11,15,0,Ciclomotor,M,19,Ferit lleu
4,11,16,0,Ciclomotor,F,20,Ferit lleu
10,11,16,0,Ciclomotor,M,19,Ferit lleu
3,11,16,0,Ciclomotor,M,18,Ferit lleu
9,11,16,0,Ciclomotor,M,22,Ferit lleu
2,11,17,0,Ciclomotor,M,27,Ferit lleu
4,11,18,0,Ciclomotor,F,37,Ferit lleu
